product_i,name_i,product_j,name_j,weighted_similarity
8480,"Moulding boxes, Mould bases, Moulding patterns and Moulds",9401,Seats and Seat,0.097
1604,"Fish preparations: salmon, herrings, sardines, tunas, mackerel, anchovies, fish prepared or preserved, fish minced or in forms, and others",1806,Chocolate and other food preparations containing cocoa,0.0969
4016,"Rubber: vulcanised, mats, gaskets, erasers and other moulded articles",6810,"Cement, concrete or artificial stone: building blocks or bricks, tiles, prefabricated structural components for building or civil engineering, and others",0.0969
4911,Printed matter: trade advertising material and pictures,7616,Aluminium: nails and articles,0.0969
7419,"Copper: chain and parts thereof, cast and articles",9406,Buildings: prefabricated,0.0969
4016,"Rubber: vulcanised, mats, gaskets, erasers and other moulded articles",8431,"Machinery, Lifts, skip hoists or escalators, Machinery parts and Boring or sinking machinery",0.0968
4418,"Wood: windows, doors and their frames and thresholds, shuttering for concrete constructional work, and others",7008,Glass: multiple-walled insulating units of glass,0.0967
3923,Plastics and Ethylene polymers,4421,Wood: clothes hangers and articles of wood  to 4420 (excluding clothes hangers),0.0967
1604,"Fish preparations: salmon, herrings, sardines, tunas, mackerel, anchovies, fish prepared or preserved, fish minced or in forms, and others",8534,Circuits: printed,0.0966
1601,"Meat preparations: sausages and similar products, of meat, meat offal or blood, and food preparations based on these products",8466,Machine-tools: parts and accessories,0.0966
1704,Sugar confectionery: not containing cocoa,2505,"Sands: natural, whether or not coloured",0.0966
8207,"Tools, interchangeable: rock drilling or earth boring tools and (for machine or hand tools, whether or not power-operated)",9401,Seats and Seat,0.0966
1704,Sugar confectionery: not containing cocoa,3923,Plastics and Ethylene polymers,0.0965
2715,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (egg bituminous mastics, cut-backs)",8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",0.0964
6802,"Tiles, cubes and similar articles, Marble, travertine and alabaster, Granite and Stone",9030,"Instruments and apparatus, Oscilloscopes and oscillographs, Multimeters, and others",0.0964
1806,Chocolate and other food preparations containing cocoa,6810,"Cement, concrete or artificial stone: building blocks or bricks, tiles, prefabricated structural components for building or civil engineering, and others",0.0964
3824,"Binders, prepared, Metal carbides, non-agglomerated, Cements, mortars or concretes, Mortars and concretes, Sorbitol, and others",8302,"Hinges, Castors, Mountings, fittings and similar articles, Hat-racks, hat-pegs, brackets and similar fixtures, of base metal and Automatic door closures",0.0964
4418,"Wood: windows, doors and their frames and thresholds, shuttering for concrete constructional work, and others",8442,Machinery and equipment for preparing or making printing components,0.0962
8542,Electronic integrated circuits and Parts of electronic integrated circuits,8903,"Yachts and other vessels, Sailboats and Motorboats: for pleasure or sports",0.0962
4415,Wood: cases and pallets,8480,"Moulding boxes, Mould bases, Moulding patterns and Moulds",0.0961
3917,"Plastics: artificial guts (sausage casings) of hardened protein or of cellulosic materials, tubes and tube",4911,Printed matter: trade advertising material and pictures,0.0961
1601,"Meat preparations: sausages and similar products, of meat, meat offal or blood, and food preparations based on these products",8426,Cranes and Cranes and derricks,0.096
0201,"Meat: of bovine animals, fresh or chilled",3926,"Plastics: office or school supplies, articles of apparel and clothing accessories (including gloves, mittens and mitts), and others",0.096
0304,"Fish: swordfish (Xiphias gladius), toothfish (Dissostichus spp.), and others",5911,"Textile products for technical uses (bolting cloth, straining cloth, paper-making felts)",0.096
4902,"Newspapers, journals and periodicals: whether or not illustrated or containing advertising material",7326,"Iron or steel: grinding balls and similar articles for mills, articles and wire articles",0.0959
2715,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (egg bituminous mastics, cut-backs)",6306,"Tarpaulins, awnings and sunblinds, Tents, Sails, Pneumatic mattresses and Sailboards, landcraft or camping goods",0.0959
6802,"Tiles, cubes and similar articles, Marble, travertine and alabaster, Granite and Stone",8431,"Machinery, Lifts, skip hoists or escalators, Machinery parts and Boring or sinking machinery",0.0958
4418,"Wood: windows, doors and their frames and thresholds, shuttering for concrete constructional work, and others",8207,"Tools, interchangeable: rock drilling or earth boring tools and (for machine or hand tools, whether or not power-operated)",0.0958
7204,Ferrous waste and scrap and Ferrous products,9030,"Instruments and apparatus, Oscilloscopes and oscillographs, Multimeters, and others",0.0957
1905,"Food preparations: crispbread, gingerbread and the like, sweet biscuits, waffles and wafers, rusks and bakers' wares",7309,"Iron or steel reservoirs and tanks, over 300l",0.0957
1704,Sugar confectionery: not containing cocoa,9401,Seats and Seat,0.0957
1604,"Fish preparations: salmon, herrings, sardines, tunas, mackerel, anchovies, fish prepared or preserved, fish minced or in forms, and others",8542,Electronic integrated circuits and Parts of electronic integrated circuits,0.0957
3917,"Plastics: artificial guts (sausage casings) of hardened protein or of cellulosic materials, tubes and tube",4421,Wood: clothes hangers and articles of wood  to 4420 (excluding clothes hangers),0.0957
5608,"Twine, cordage or rope: fishing nets and knotted netting",8473,"Typewriters and word-processing machines, Calculating machines, Machinery and Machines",0.0955
6810,"Cement, concrete or artificial stone: building blocks or bricks, tiles, prefabricated structural components for building or civil engineering, and others",8442,Machinery and equipment for preparing or making printing components,0.0955
2505,"Sands: natural, whether or not coloured",8442,Machinery and equipment for preparing or making printing components,0.0955
4901,"Printed matter: in single sheets, dictionaries and books",9404,"Mattress supports, Mattresses, Sleeping bags and Bedding and similar furnishing articles",0.0954
4409,"Wood: continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",8538,Electrical apparatus: parts for switchboards and control panels,0.0954
2309,Dog or cat food: used in animal feeding,8903,"Yachts and other vessels, Sailboats and Motorboats: for pleasure or sports",0.0954
4911,Printed matter: trade advertising material and pictures,9021,"Orthopaedic or fracture appliances, Dental fittings, Artificial parts of the body, Hearing aids (excluding parts and accessories), Pacemakers, and others",0.0954
2715,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (egg bituminous mastics, cut-backs)",8486,"Machines for semiconductor, flat panel display and mask manufacture",0.0954
0201,"Meat: of bovine animals, fresh or chilled",4823,"Paper and paperboard, Paper pulp and Paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres",0.0953
8903,"Yachts and other vessels, Sailboats and Motorboats: for pleasure or sports",9026,"Instruments and apparatus for measuring or checking liquid or gas flow, level or pressure",0.0953
1704,Sugar confectionery: not containing cocoa,7019,"Glass fibres: (including glass wool), non-woven products, webs, woven fabrics of rovings, and others",0.0952
3923,Plastics and Ethylene polymers,4418,"Wood: windows, doors and their frames and thresholds, shuttering for concrete constructional work, and others",0.0952
7008,Glass: multiple-walled insulating units of glass,7304,"Iron or steel: seamless tubes, pipes and casing",0.0949
0304,"Fish: swordfish (Xiphias gladius), toothfish (Dissostichus spp.), and others",8536,"Electrical apparatus and Connectors for optical fibres, optical fibre bundles or cables",0.0948
0304,"Fish: swordfish (Xiphias gladius), toothfish (Dissostichus spp.), and others",8481,"Valves and Taps, cocks, valves and similar appliances",0.0948
5911,"Textile products for technical uses (bolting cloth, straining cloth, paper-making felts)",8903,"Yachts and other vessels, Sailboats and Motorboats: for pleasure or sports",0.0948
4418,"Wood: windows, doors and their frames and thresholds, shuttering for concrete constructional work, and others",8483,"Transmission shafts (including cam shafts and crank shafts) and cranks, Bearing housings, incorporating ball or roller bearings, and others",0.0947
4817,"Paper and paperboard: envelopes, letter cards and boxes",8716,"Trailers and semi-trailers, Tanker trailers and tanker semi-trailers, Vehicles and Trailers, semi-trailers and other vehicles not mechanically propelled",0.0946
3824,"Binders, prepared, Metal carbides, non-agglomerated, Cements, mortars or concretes, Mortars and concretes, Sorbitol, and others",7616,Aluminium: nails and articles,0.0946
4016,"Rubber: vulcanised, mats, gaskets, erasers and other moulded articles",8437,Machines and Machinery,0.0945
4016,"Rubber: vulcanised, mats, gaskets, erasers and other moulded articles",7008,Glass: multiple-walled insulating units of glass,0.0945
0304,"Fish: swordfish (Xiphias gladius), toothfish (Dissostichus spp.), and others",9031,"Machines, Test benches, Optical instruments and appliances and Instruments, appliances and machines",0.0945
0305,Fish meal and Fish,8419,"Heaters, Sterilizers, Dryers, Distilling or rectifying plant, Heat exchange units, Machinery, Machinery, plant and equipment, and others",0.0945
3925,Plastics: builders' ware,9404,"Mattress supports, Mattresses, Sleeping bags and Bedding and similar furnishing articles",0.0944
6904,"Ceramic building bricks and Ceramic flooring blocks, supports or filler tiles and the like (excluding building bricks)",7325,Iron and Iron or steel,0.0944
4415,Wood: cases and pallets,4821,Paper and paperboard: labels or all kinds and labels of all kinds,0.0944
2517,"Pebbles, gravel, broken or crushed stone, Macadam of slag, dross or similar industrial waste, Tarred macadam and Stones",9403,"Furniture: metal, wooden, plastic, of bamboo or rattan, of cane and parts",0.0943
